	x	y
1686	ok, please give me directions via the route that seems to avoid most heavy traffic. 	traffic_info
1687	what will the weather be like tomorrow	date
1688	what is the highest temperature in brentwood tomorrow?	date&location&weather_attribute
1689	what's the current temperature outside	date&weather_attribute
1690	alhambra.	location
1691	what will the high temperature be for los angeles? 	location&weather_attribute
1692	what will the highest temperature be on monday?	date&weather_attribute
1693	find nearest coffee shop	distance&poi_type
1694	thank you. how is the traffic there?	address&distance&poi&poi_type&traffic_info
1695	what is my home address?	poi&poi_type
1696	what is today's weather forecast	date
1697	brentwood, please	location
1698	is it going to be hot in grand rapids on thursday?	date&location&weather_attribute
1699	schedule a reminder to take medicine with my aunt on the 10th at 1pm.	date&event&party&time
1700	where can i get chinese food?	poi_type
1701	which one has the shortest distance?	distance
1702	on what date is my conference? what is it about, and who will be there?	event
1703	what day is the football game	event
1704	where can i get gas?	poi_type
1705	give me the address of either one with the fastes route	distance
1706	what is the forecast for today's weather	date&weather_attribute
1707	what is the high in san mateo?	date&location&weather_attribute
1708	cleveland	location
1709	will it snow in the next two days in cleveland?	date&location&weather_attribute
1710	car i need a gas station within 5 miles	distance&poi_type
1711	sounds great. 	distance&poi&poi_type
1712	will there be any traffic?	address&distance&poi&poi_type&traffic_info
1713	this weekend will there be any drizzle in los angeles?	date&location&weather_attribute
1714	i need to schedule a conference. 	event
1715	this week, on tuesday at 4 pm. 	event&time
1716	the conference is with the executive team.	event&party
1717	schedule a yoga activity at 5 pm wednesday with ana. 	date&event&party&time
1718	is it supposed to rain this week	date&weather_attribute
1719	menlo park.	location
1720	what time is my optometrist appointment and who is attending?	event
1721	i need to know the time and parties attending,try the one on the 5th. 	date&event
1722	can you tell me who's attending my next tennis activity? also the date? 	event
1723	can you tell me the date and parties attending my next tennis activity? 	event
1724	where is the nearest hospital?	distance&poi_type
1725	find the address to my home in the local area.	poi_type
1726	what is the date location and time of my next conference	event
1727	check weather forecast for seattle	location
1728	what about the next 2 days?	date&location&weather_attribute
1729	where can i find a rest stop?	poi_type
1730	ok program the fastest route please. 	distance
1731	find route to the hospital	poi_type
1732	what is the weather for next week	date
1733	will it be cloudy in los angeles next week?	date&location&weather_attribute
1734	what is the date of my next lab appointment and who will be attending it?	event
1735	in which day do i have doctor's appointment	event
1736	thanks	date&event
1737	thank you. 	date&event
1738	schedule a meeting for 2 pm	event&time
1739	who is going to my optometrist appointment and what time is it?	event
1740	is there a whole foods here?	poi
1741	what is the date of my swimming activity and who is attending?	event
1742	both.	event
1743	remind me about that meeting later	event
1744	set a date for the next tennis match	event
1745	will it be warm in cleveland next week?	date&location&weather_attribute
1746	set an appointment for swimming	event
1747	what time is my meeting today	date&event
1748	will it be misty in los angeles today?	date&location&weather_attribute
1749	will there be cloudy weather in atherton in the next 7 days?	date&location&weather_attribute
1750	what days are supposed to be cloudy in atherton?	date&location&weather_attribute
1751	car i'm desiring to have pizza!	poi_type
1752	ok, please direct me there via a route with no traffic if possible.	address&distance&poi&poi_type&traffic_info
1753	will it be frost during the weekend in boston?	date&location&weather_attribute
1754	what is the date, time, and agenda for my next conference? 	event
1755	give me a quick route to a grocery store	poi_type&traffic_info
1756	is that the quickest route?	traffic_info
1757	set alarm for dinner tonight	date&event
1758	check today's weather	date
1759	i need the weather for compton, specifically if it will be overcast.	date&location&weather_attribute
1760	where does my friend live?	poi_type
1761	the one closest to my location.	distance
1762	well jill is closer so let's go there. 	poi
1763	which days are rain forecasted	weather_attribute
1764	will it rain in cleveland on saturday?	date&location&weather_attribute
1765	what's the weather going to be like for this week	date
1766	will it dew in alhambra?	location&weather_attribute
1767	when is my lab appointment?	event
1768	what is today's forecast in san francisco?	date&location
1769	schedule meeting	event
1770	today at 1 pm. also add the purpose is to discuss the budget. 	agenda&event&time
1771	can you tell me what day and what the agenda is for the business meeting i have in the 100 conference room	event&room
1772	please set a reminder that i have a conference call with the vp on august 14th at 6pm.	date&event&party&time
1773	schedule me a lab appointment at 2pm with marie.	date&event&party&time
1774	look up brentwood and find out if it will drizzle on sunday?	date&location
1775	is it going to snow in the next week	date&weather_attribute
1776	check to see if it will be cloudy in mountain view this saturday	date&location&weather_attribute
1777	look in mountain view and tell me if there will be hail this weekend	date&location&weather_attribute
1778	will it hail in danville today and tomorrow?	date&location&weather_attribute
1779	what is the weather like in boston	location
1780	i want to know if it will be windy in boston this weekend.	date&location&weather_attribute
1781	what time and date do you have for my football activity?	event
1782	what day is my optometrist appointment  and with who?	event
1783	tomorrow i'm going to go in inglewood: will i find clear skies there?	date&location&weather_attribute
1784	what will the temperature be for the next week	date&weather_attribute
1785	alhambra	date&location&weather_attribute
1786	i need the address to a parking garage. 	poi_type
1787	where can i get tea?	poi_type
1788	update me on the weekly weather forecast for this week	date
1789	menlo park thanks	location
1790	what's the temperature going to be this week	date&weather_attribute
1791	cleveland, what's the temperature going to be this week?	date&location&weather_attribute
1792	find out the parties that are attending my football activity. also find the time. 	event
